PDFname: CT14HERA2NNLO
 DATA SET: 542; Expt Name: CMS7jtR7y6; Expt Npt: 158;
!METADATA
{542, CMS7jtR7y6,     Pt         Ymn      Ymx          Exp      Th./Norm     TotErr     EXP/FIT  ERR/FIT    ChiSq  Shift    ShiftedData  UnCorErr  ReducedChi2  lob/lio, 1., 158, R^2, r(k) =   31.155  -0.956   0.121   0.682  -0.306  -0.754   0.475   0.146  -0.044  -0.856   2.472  -0.376   0.009   1.310   1.425   0.000   0.655   0.000  -0.921  -0.357  -1.892   0.804  -0.322  -0.615  -3.465, 3.53946, R^2, r(k) =   31.155  -0.956   0.121   0.682  -0.306  -0.754   0.475   0.146  -0.044  -0.856   2.472  -0.376   0.009   1.310   1.425   0.000   0.655   0.000  -0.921  -0.357  -1.892   0.804  -0.322  -0.615  -3.465}
!DATA
ipt   x            Q       Exp        TotErr       ShiftedData   UnCorErr     r_1           r_2          r_3          r_4            r_5           r_6          r_7           r_8           r_9           r_10         r_11         r_12         r_13          r_14         r_15         r_16         r_17         r_18          r_19           r_20          r_21          r_22          r_23          r_24         r_25          r_26          r_27          r_28           r_29         r_30         r_31          r_32         r_33         r_34         r_35         r_36          r_37          r_38         r_39          r_40          r_41           r_42         r_43          r_44         r_45          r_46         r_47         r_48         r_49          r_50          r_51          r_52         r_53         r_54          r_55         r_56         r_57
34    0.309184     3176.   0.00016773    0.00001439   0.0001687     0.00001053   -0.908072     -0.915005    -0.982906    -1.01216      -0.648718     -0.982811    -0.869136    -0.868091    -0.903989    -0.855461    -0.960874     -0.918898     -0.923457     -0.934853     -0.868186     -0.929345     -0.880247    -0.924976     -0.88604     -0.837702     -0.980057    -0.88642     -0.927825    -0.935613    -0.879297     -0.809307     -0.988889     -1.00598     -0.820323      -0.898575    -0.910921     -0.936657    -0.870275     -0.848243    -0.987369     -0.821842      -1.03115     -0.849573    -0.948433    -0.961538     -0.876258     -0.931814     -0.870465     -0.880342    -0.963438    -0.876733    -0.922222    -0.749383     -1.10275     -0.862963     -0.956695    -0.654606    -1.22498      -0.822697      -1.01187     -0.912061     -0.911776
35    0.347345     3568.   0.000065193   6.132E-6     0.00006507    4.458E-6     -0.792889     -0.782907    -0.863952    -0.873105     -0.511844     -0.855473    -0.754621    -0.821624    -0.788179    -0.759264    -0.838627     -0.802602     -0.808838     -0.813167     -0.757672     -0.803903     -0.772162    -0.809847     -0.777344    -0.721265     -0.874652    -0.797667    -0.787842    -0.786765    -0.80738      -0.616936     -0.959623     -0.91227     -0.674293      -0.766016    -0.806371     -0.844392    -0.731157     -0.701839    -0.905653     -0.686541      -0.93699     -0.747353    -0.817743    -0.875819     -0.747891     -0.899798     -0.709982     -0.757223    -0.878914    -0.775348    -0.802983    -0.605787     -1.01655     -0.732795     -0.8583      -0.48192     -1.10009      -0.704307      -0.919358    -0.797174     -0.792844
36    0.411986     4232.   0.000013405   1.842E-6     0.00001321    1.526E-6     -1.5555       -1.53355     -1.59679     -1.56684      -1.39181      -1.58414     -1.54325     -1.6443      -1.55701     -1.56579     -1.57667      -1.55845      -1.56933      -1.56547      -1.5424       -1.54803      -1.56363     -1.56743      -1.55557     -1.50747      -1.62123     -1.59076     -1.53034     -1.51429     -1.61796      -1.36488      -1.7557       -1.65007     -1.46324       -1.51697     -1.57641      -1.6099      -1.49522      -1.48159     -1.65197      -1.47667       -1.66219     -1.56245     -1.55714     -1.6441       -1.52064      -1.70642      -1.46822      -1.52045     -1.65092     -1.56743     -1.56232     -1.42084      -1.71206     -1.50223      -1.62339     -1.32818     -1.70177      -1.50826       -1.6616      -1.56029      -1.55367
37    0.48675      5000.   6.248E-7      3.011E-7     5.928E-7      2.951E-7     0.727564      0.747248     0.708224     0.75651       0.788512      0.730322     0.724819     0.647072     0.722474     0.703477     0.727072      0.727899      0.720925      0.729427      0.732098      0.743955      0.713501     0.723016      0.72834      0.772853      0.672043     0.695757     0.747543     0.767984     0.672311      0.875676      0.56857       0.674595     0.780539       0.759759     0.712284      0.689976     0.772016      0.776161     0.670657      0.770007       0.672101     0.702725     0.744307     0.664724      0.751386      0.60982       0.792453      0.760085     0.651674     0.708926     0.728028     0.799014      0.655019     0.780156      0.671271     0.850888     0.714639      0.749048       0.641667     0.723697      0.728455
38    0.0099197    168.    30486.        1950.        33920.        364.2        0.536793      0.403624     0.402526     0.262219      0.237781      0.520044     0.53542      1.83443      0.428885     0.77073      0.447556      0.5486        0.481329      0.429434      0.547501      0.355025      0.713619     0.471719      0.599396     0.546403      0.562603     1.10022      0.123558     -0.141955    1.38523       -0.396211     1.6307        0.590884     0.469797       0.276771     0.647446      0.710599     0.35173       0.427238     0.656782      0.520319       0.53542      0.918177     0.310544     0.731466      0.45799       1.55629       0.214992      0.454421     0.691104     0.84816      0.386326     0.258924      0.72268      0.50961       0.580176     -0.186161    0.0804503     0.507139       0.771554     0.576332      0.525535
39    0.0114549    194.    15468.        957.6        17210.        201.         0.647264      0.563184     0.583085     0.439801      0.537313      0.647761     0.653731     1.63035      0.471144     0.843781     0.593532      0.689055      0.606965      0.618408      0.700995      0.558209      0.785075     0.630846      0.750746     0.624876      0.734826     1.04925      0.422886     0.202985     1.27164       0.09801       1.35075       0.678607     0.681592       0.470647     0.754726      0.754726     0.553234      0.565672     0.766667      0.668159       0.615423     0.958706     0.485075     0.783085      0.668159      1.401         0.412438      0.650249     0.747761     0.937313     0.566667     0.454726      0.741294     0.644279      0.681592     0.119403     0.229851      0.659701       0.834826     0.689055      0.702985
40    0.0134624    228.    7233.5        432.5        8019.         107.8        -0.650742     -0.691373    -0.724119    -0.853618     -0.622449     -0.675325    -0.645176    -0.0125232   -0.876994    -0.495269    -0.707143     -0.632282     -0.671521     -0.669573     -0.644434     -0.71679      -0.574583    -0.700278     -0.585158    -0.685065     -0.59026     -0.459555    -0.77115     -0.913636    -0.311132     -0.917904     -0.310019     -0.680241    -0.619109      -0.750371    -0.597217     -0.592579    -0.700464     -0.722263    -0.575974     -0.605566      -0.712709    -0.447124    -0.761874    -0.603711     -0.63692      -0.205659     -0.803711     -0.64026     -0.627458    -0.483024    -0.721707    -0.79026      -0.641651    -0.662523     -0.642672    -0.963822    -1.02189      -0.645733      -0.56577     -0.653803     -0.624675
41    0.0157062    266.    3272.         190.2        3605.         61.43        -1.69477      -1.71268     -1.73287     -1.82126      -1.64464      -1.70796     -1.69461     -1.34185     -1.8504      -1.60166     -1.72587      -1.68322      -1.70454      -1.69819      -1.69884      -1.72115      -1.6505      -1.72245      -1.65782     -1.73238      -1.64317     -1.61599     -1.74817     -1.82207     -1.53329      -1.80807      -1.55527      -1.71773     -1.65538       -1.7397      -1.66889      -1.66417     -1.7218       -1.73466     -1.65082      -1.65098       -1.74084     -1.58294     -1.76168     -1.68077      -1.67573      -1.46459      -1.78317      -1.67443     -1.69591     -1.60703     -1.72798     -1.76461      -1.71496     -1.7065       -1.68094     -1.867       -1.95116      -1.68419       -1.65375     -1.70568      -1.66987
42    0.018068     306.    1451.9        78.07        1599.         15.9         -0.0792453    -0.1         -0.132704    -0.232704     0.0943396     -0.115094    -0.0415094   0.26478      -0.290566    0.0484277    -0.136478     -0.0226415    -0.0572327    -0.0371069    -0.0666667    -0.054717     -0.0377358   -0.0955975    0.0119497    -0.116352     0.0509434    0.00188679   -0.0748428   -0.184906    0.1           -0.132075     0.E0          -0.0861635   -0.0308176     -0.0974843   -0.0163522    -0.0207547   -0.0742138    -0.134591    0.0100629     -0.0163522     -0.122642    0.0553459    -0.149686    -0.0440252    -0.00943396   0.169811      -0.155346     -0.0408805   -0.0874214   0.0207547    -0.0710692   -0.155975     -0.138365    -0.0742138    -0.0358491   -0.230818    -0.436478     -0.0238994     -0.018239    -0.0867925    -0.0628931
43    0.0205479    348.    697.04        36.08        765.4         8.296        0.6696        0.66972      0.646938     0.543997      0.842454      0.623915     0.688042     0.765429     0.49783      0.743009     0.631389      0.685632      0.653568      0.689007      0.666827      0.665622      0.687922     0.641273      0.705039     0.585945      0.751085     0.615718     0.718057     0.675265     0.664176      0.731919      0.59824       0.61379      0.726133       0.668635     0.679966      0.668153     0.679002      0.628496     0.693346      0.721673       0.601495     0.737223     0.628375     0.648023      0.703351      0.700458      0.629822      0.691779     0.661283     0.696721     0.664899     0.656943      0.56702      0.630906      0.688766     0.6385       0.393925      0.695998       0.686958     0.643202      0.680328
44    0.023146     392.    361.92        18.08        395.5         4.818        -0.956829     -0.940017    -0.959112    -1.03591      -0.798257     -1.00166     -0.933375    -1.0523      -1.05417     -0.922374    -0.973433     -0.95413      -0.973018     -0.928601     -0.957036     -0.947489     -0.965753    -0.977792     -0.944998    -1.01702      -0.9066      -1.04815     -0.882109    -0.884184    -1.055        -0.833333     -1.10585      -1.00291     -0.913242      -0.944375    -0.970527     -0.978207    -0.94396      -0.968659    -0.963885     -0.923412      -1.01162     -0.936073    -0.956621    -0.995434     -0.940432     -1.03757      -0.9533       -0.954961    -0.957244    -0.972188    -0.952885    -0.929016     -1.06393     -0.985679     -0.950809    -0.900581    -1.13221      -0.939186      -0.948734    -0.977169     -0.940847
45    0.0259802    440.    187.94        9.163        204.8         2.909        -0.559299     -0.544173    -0.567893    -0.604675     -0.450327     -0.615675    -0.545892    -0.797181    -0.6033      -0.599175    -0.590581     -0.579237     -0.563424     -0.565486     -0.572705     -0.556205     -0.598831    -0.56308      -0.567205    -0.617394     -0.540392    -0.697834    -0.481609    -0.45342     -0.727054     -0.407356     -0.773805     -0.585768    -0.56308       -0.530423    -0.5978       -0.591612    -0.538673     -0.559299    -0.577518     -0.567205      -0.5978      -0.604331    -0.570299    -0.621863     -0.542798     -0.749398     -0.534204     -0.577174    -0.592644    -0.630113    -0.547611    -0.515297     -0.67824     -0.589893     -0.56308     -0.440701    -0.643176     -0.55208       -0.579581    -0.595737     -0.558267
46    0.0289325    490.    97.552        4.44         106.2         1.02         1.77451       1.78824      1.76863      1.71471       1.97451       1.71275      1.71373      1.23824      1.69706      1.72941      1.7451        1.70196       1.69314       1.77157       1.71078       1.74608       1.69804      1.79314       1.68431      1.60882       1.77255      1.54902      1.89118      2.01078      1.41275       1.98235       1.39804       1.73529      1.73333        1.79314      1.65686       1.66569      1.76078       1.74314      1.70588       1.71471        1.68922      1.68039      1.82451      1.72255       1.74314       1.42353       1.79902       1.68039      1.6951       1.58529      1.73922      1.80196       1.58431      1.71373       1.7098       1.9402       1.6902        1.76765        1.69118      1.67647       1.7451
47    0.0321209    544.    54.854        2.409        59.4          0.5889       -1.22177      -1.1856      -1.15724     -1.15996      -1.06741      -1.25098     -1.21141     -1.78044     -1.16268     -1.30854     -1.20139      -1.22856      -1.2182       -1.19817      -1.22771      -1.16149      -1.29258     -1.19868      -1.26133     -1.29343      -1.18849     -1.45933     -1.04857     -0.954831    -1.5658       -0.922398     -1.57972      -1.23943     -1.21073       -1.14875     -1.26779      -1.27662     -1.17813      -1.1856      -1.28358      -1.22381       -1.22228     -1.34641     -1.16336     -1.27543      -1.22126      -1.62557      -1.12039      -1.23739     -1.22126     -1.35099     -1.17456     -1.10987      -1.33028     -1.25284      -1.20581     -0.937511    -1.135        -1.21158       -1.24707     -1.2452       -1.22109
